Query,Title,Price,Rating,Reviews,Image URL,Product URL
women jeans,Classic Elegant Women Jeans,345,4.0,6708,https://images.meesho.com/images/products/298284049/reekc_400.webp,https://www.meesho.com/women-girls-denim-pant-jeans-stretchable-and-stylish-denim-jeans-with-round-pocket-jet-blue-5-buttons-jeans-top-cargo-pants-baggy-jeans-jeans-pant-bell-bottom-jeans-denim-high-waist-jeans-ladies-jeans-skinny-jeans/p/4xl9g1
women jeans,Trendy Latest Women Jeans,487,4.0,9692,https://images.meesho.com/images/products/373490785/dzoqd_400.webp,https://www.meesho.com/womens-solid-jeans/p/66d7c1
women jeans,Stylish Fashionista Women Jeans,231,3.7,9189,https://images.meesho.com/images/products/138908869/baf37_400.webp,https://www.meesho.com/casual-women-denim-jogger/p/2aparp
women jeans,Classic Fashionable Women Jeans,255,3.7,637,https://images.meesho.com/images/products/422697053/lhwfk_400.webp,https://www.meesho.com/sky-blue-mid-rise-waist-jeans-for-women/p/6znv4t
women jeans,Classy Latest Women Jeans,192,3.7,1342,https://images.meesho.com/images/products/406090318/fgv7g_400.webp,https://www.meesho.com/women-baggy-jeans-women-jeans-womens-jean-jeans-for-women-women-plazzo-jeans-baggy-jeans-for-womens-baggy-jeans-women-stylish-jeans/p/6prxam
women jeans,Urbane Designer Women Jeans,429,4.0,999,https://images.meesho.com/images/products/407977658/zvops_400.webp,https://www.meesho.com/comfy-ravishing-girls-straight-jeans/p/6qwdkq
women jeans,Stylish Glamorous Women Jeans,415,3.9,6279,https://images.meesho.com/images/products/389631439/lcniu_400.webp,https://www.meesho.com/comfy-designer-women-jeans/p/6fz5jj
women jeans,Stylish Graceful Women Jeans,235,3.5,214,https://images.meesho.com/images/products/429617510/pfc5t_400.webp,https://www.meesho.com/women-trnedy-skinny-fit-jeans/p/73s6zq
women jeans,Classy Latest Women Jeans,618,3.7,654,https://images.meesho.com/images/products/386907374/rexyx_400.webp,https://www.meesho.com/flap-pocket-baggy-bell-bottom-jens-crago-women/p/6ecrn2
women jeans,Stylish Designer Women Jeans,261,4.2,5090,https://images.meesho.com/images/products/406642430/wsxql_400.webp,https://www.meesho.com/latest-pants-for-girlswomen/p/6q3rb2
women jeans,Trendy Feminine Women Women Trousers,249,3.9,22483,https://images.meesho.com/images/products/393268936/imxwj_400.webp,https://www.meesho.com/aligarmentscreamcargostylish-causal-pant/p/6i5494
women jeans,Stylish Latest Women Jeans,206,3.7,3966,https://images.meesho.com/images/products/104462585/xwqqg_400.webp,https://www.meesho.com/women-denim-bang-dark-blue-jeans/p/1q6zuh
women jeans,Comfy Fashionable Women Jeans,414,3.8,N/A,https://images.meesho.com/images/products/443794313/olutk_400.webp,https://www.meesho.com/straight-fit-jeans-for-women/p/7c81vt
women jeans,Fancy Partywear Women Jeans,262,4.0,2499,https://images.meesho.com/images/products/228671581/ufzau_400.webp,https://www.meesho.com/women-denim-jeans/p/3s584d
women jeans,Classy Ravishing Women Jeans,312,3.6,10677,https://images.meesho.com/images/products/300640197/cq0df_400.webp,https://www.meesho.com/comfy-strechable-high-waist-1-button-jeans-for-women-ang-girls/p/4yzrgl
women jeans,Trendy Graceful Women Jeans,316,4.0,6896,https://images.meesho.com/images/products/317112861/gtbba_400.webp,https://www.meesho.com/girls-stylish-jeans-2-button/p/58stul
women jeans,Trendy Sensational Women Jeans,355,3.9,228,https://images.meesho.com/images/products/425866180/impbh_400.webp,https://www.meesho.com/women-jeans-high-west-jeans/p/71jsg4
women jeans,Classic Fabulous Women Jeans,261,3.7,481,https://images.meesho.com/images/products/323063351/0lnfw_400.webp,https://www.meesho.com/fancy-partywear-women-jeans/p/5ccd9z
women jeans,Comfy Sensational Women Jeans,197,3.8,2028,https://images.meesho.com/images/products/301724764/ya9is_400.webp,https://www.meesho.com/womens-fashion-women-jeans/p/4zn0bg
women jeans,Fancy Feminine Women Jeans,281,4.2,N/A,https://images.meesho.com/images/products/442524855/9c7u3_400.webp,https://www.meesho.com/trendy-stylish-denim-cargo-jeans-for-girls-women/p/7bgud3
women jeans,Stylish Elegant Women Jeans,285,3.9,6129,https://images.meesho.com/images/products/366326080/alwp8_400.webp,https://www.meesho.com/womens-denim-jeans-high-waist-navy-blue/p/623n0g
women jeans,Urbane Feminine Women Jeans,253,3.9,18742,https://images.meesho.com/images/products/238534987/cjg7y_400.webp,https://www.meesho.com/women-denim-jeans/p/3y0mrv
women jeans,Fancy Latest Women Jeans,325,3.9,21611,https://images.meesho.com/images/products/199502409/hi9hn_400.webp,https://www.meesho.com/ice-5-button-jeaans/p/3as11l
women jeans,Stylish Elegant Women Jeans,221,3.7,2991,https://images.meesho.com/images/products/112683349/awnug_400.webp,https://www.meesho.com/stretchable-pants-for-boys-women-denim-joggers-mens-fashion-jeans-denim-shorts-white-flared-pants-denim-cargo-pants-trendy-solid-denim-jeans-for-women/p/1v3711
women jeans,Stylish Solid Denim Jeans Vol 6,380,4.0,97344,https://images.meesho.com/images/products/1057578/2wwwk_400.webp,https://www.meesho.com/trendy-solid-denim-jean/p/mo16
women jeans,Stylish Feminine Women Jeans,421,3.9,1680,https://images.meesho.com/images/products/383194935/joeb5_400.webp,https://www.meesho.com/six-pocket-women-jeans/p/6c573r
women jeans,Ladies Solid Tummy Tucker Denim Jeans Vol 1,389,4.0,21683,https://images.meesho.com/images/products/4485796/1_400.webp,https://www.meesho.com/stylish-womens-denim-jeans/p/2o59g
women jeans,Comfy Modern Women Jeans,221,3.9,4156,https://images.meesho.com/images/products/311928966/qcpsw_400.webp,https://www.meesho.com/kitty-patch-denim-joggers-for-women/p/55ppxi
women jeans,Fancy Latest Women Jeans,514,3.9,1507,https://images.meesho.com/images/products/412200108/ezsq1_400.webp,https://www.meesho.com/svs-emporium-presents-trending-ice-wideleg-baggystyle-denim-jeans/p/6tevn0
women jeans,Classic Fabulous Women Jeans,494,4.2,15,https://images.meesho.com/images/products/394991423/0penb_400.webp,https://www.meesho.com/comfortable-skinny-fit-jeans-urbana-style/p/6j61bz
women jeans,Fancy Graceful Women Jeans,202,3.9,5920,https://images.meesho.com/images/products/224673096/d9tos_400.webp,https://www.meesho.com/plane-plazzo-dark-222222/p/3privc
women jeans,Trendy Elegant Women Jeans,301,3.9,1762,https://images.meesho.com/images/products/99557063/rley0_400.webp,https://www.meesho.com/girls-womens-cotton-blend-slim-skinny-fit-high-waist-ankle-length-5-button-stretchable-jeans-dark-blue/p/1n9upz
women jeans,Classic Fashionista Women Jeans,431,3.9,2567,https://images.meesho.com/images/products/357953036/m6qth_400.webp,https://www.meesho.com/women-flared-high-rise-black-jeans/p/5x46bw
women jeans,Classy Modern Women Jeans,256,3.8,144,https://images.meesho.com/images/products/388567732/vksp8_400.webp,https://www.meesho.com/trendy-elegant-women-jeans/p/6fccs4
kurta,Stylish Men Kurtas,397,4.0,247,https://images.meesho.com/images/products/399485010/cyvvv_400.webp,https://www.meesho.com/embroideye-work-kurta-for-man/p/6luclu
kurta,Ethnic Men Kurtas,259,3.8,753,https://images.meesho.com/images/products/366899841/1qlhs_400.webp,https://www.meesho.com/classy-trendy-kurta-for-men-and-boys/p/62fxq9
kurta,Banita Graceful Kurtis,183,4.0,4750,https://images.meesho.com/images/products/405833698/qep56_400.webp,https://www.meesho.com/kurti/p/6pmfaa
kurta,Alisha Ensemble Kurtis,40,3.7,239,https://images.meesho.com/images/products/403020947/fu1av_400.webp,https://www.meesho.com/cotton-kurti/p/6ny4yb
kurta,Essential Men Kurtas,394,3.8,1052,https://images.meesho.com/images/products/393400108/93xs6_400.webp,https://www.meesho.com/fancy-mens-kurta/p/6i7xgs
kurta,Classic Men Kurtas,223,3.9,297,https://images.meesho.com/images/products/327986067/mpwxb_400.webp,https://www.meesho.com/kurta-for-men-festival-yellow/p/5f9vo3
kurta,Alisha Voguish Kurtis,249,3.9,9356,https://images.meesho.com/images/products/336698837/ba3hd_400.webp,https://www.meesho.com/women-kurta-set-with-emrodary-work-fancy-kurti-with-bottom/p/5kgmhh
kurta,Charvi Petite Kurtis,249,3.9,5553,https://images.meesho.com/images/products/313263824/s8tk4_400.webp,https://www.meesho.com/nayra-cut-kurti/p/56ibww
kurta,Charvi Fashionable Kurtis,315,3.7,9175,https://images.meesho.com/images/products/394571925/efqry_400.webp,https://www.meesho.com/chikankari-gala-booti-miror-work-with-free-inner/p/6ix1n9
kurta,Classy Men Kurtas,293,4.1,78,https://images.meesho.com/images/products/431256473/t6akb_400.webp,https://www.meesho.com/mens-ethnic-weartraditional-mens-clothingindian-mens-fashionethnic-kurta-for-menmens-kurta-pathani-suit-kurta-for-menmens-wedding-wearfestive-mens-attiredesigner-kurta-for-menmens-ethnic-jacketparty-wear-kurtacasual-ethnic-wear-for-mencotton-kurta-for-men/p/74rbmh
kurta,Modern Men Kurtas,527,4.1,488,https://images.meesho.com/images/products/385899780/yhmjp_400.webp,https://www.meesho.com/yellow-man-kurta-fudadi-designe/p/6dr66c
kurta,Jivika Voguish Women Kurta Sets,336,3.6,123491,https://images.meesho.com/images/products/32962343/ir564_400.webp,https://www.meesho.com/womans-rayon-kurti-with-palazzo/p/jmhwn
kurta,Alisha Pretty Kurtis,234,4.0,28146,https://images.meesho.com/images/products/383853457/i9ylu_400.webp,https://www.meesho.com/cotton-kurtis-womens-printed-pattern-cotton-kurti-with-pant-kurta-set/p/6cjb81
kurta,Classic Men Kurtas,361,4.0,259,https://images.meesho.com/images/products/435484448/gjcq0_400.webp,https://www.meesho.com/kurta-kurtas-men-combo-kurta-mens-short-kurta-casual-shirt-straigth-100-cotton-multiple-colour-kurta-shirt-kurta-for-men-shirt-kurta/p/779xy8
kurta,Aishani Voguish Kurtis,259,3.6,56094,https://images.meesho.com/images/products/299885320/auqci_400.webp,https://www.meesho.com/fancy-long-flair-anarkali-type-kurti/p/4yjkzs
kurta,Kashvi Sensational Women Kurta Sets,363,4.0,65403,https://images.meesho.com/images/products/95569992/wnqao_400.webp,https://www.meesho.com/most-demand-kurti50455814/p/1kwea0
kurta,Unique Men Kurtas,240,3.8,4979,https://images.meesho.com/images/products/179842642/ylssi_400.webp,https://www.meesho.com/classy-men-kurtas/p/2z2ngy
kurta,Alisha Fashionable Kurtis,291,4.1,17800,https://images.meesho.com/images/products/164297112/ftzqs_400.webp,https://www.meesho.com/rangrasiya-tex-new-rayon-embroidered-plus-size-kurtis/p/2ptggo
kurta,Trendy Drishya Kurtis,158,3.7,3355,https://images.meesho.com/images/products/400134367/qglm0_400.webp,https://www.meesho.com/trendy-drishya-kurtis-3xl4xl5xl6xl/p/6m89nj
kurta,Festive special: Aagam Drishya Women Kurta Sets,424,4.0,35731,https://images.meesho.com/images/products/41720050/saqtm_400.webp,https://www.meesho.com/latestpritned-high-damandable-kurti-with-skirt/p/ou7ea
kurta,Stylish Men Kurtas,210,4.0,994,https://images.meesho.com/images/products/76459277/aijcv_400.webp,https://www.meesho.com/yellow-plane-kurta/p/19isct
kurta,Fashionable Men Kurtas,363,3.8,N/A,https://images.meesho.com/images/products/417848730/1p6y6_400.webp,https://www.meesho.com/mens-kurta/p/6wry56
kurta,Fancy Men Kurtas,249,3.7,147,https://images.meesho.com/images/products/327421470/ew20y_400.webp,https://www.meesho.com/shreyansh-creation-mens-kurta/p/5exs0u
kurta,Chitrarekha Graceful Kurtis,267,3.9,8585,https://images.meesho.com/images/products/275824362/rt4ai_400.webp,https://www.meesho.com/amazing-latest-fashion-womens-solid-printed-round-pleated-flared-kurti-purple/p/4k7vfu
kurta,Trendy Drishya Kurtis,261,3.9,3434,https://images.meesho.com/images/products/295194251/wrwf6_400.webp,https://www.meesho.com/new-trendy-embroidery-gaithering-anarkali-kurtis/p/4vr1cb
kurta,Fashionable Men Kurtas,324,3.9,6933,https://images.meesho.com/images/products/211193745/m8jk1_400.webp,https://www.meesho.com/mens-long-printed-fancy-kurta-for-men/p/3hqm4x
kurta,Aagam Pretty Kurtis,391,4.0,8339,https://images.meesho.com/images/products/300850467/sdkfw_400.webp,https://www.meesho.com/anarakali-kurti-and-dupatta-pink/p/4z49pf
kurta,Aishani Graceful Kurtis,284,3.7,9954,https://images.meesho.com/images/products/331419465/e9zun_400.webp,https://www.meesho.com/joganiya-trendy-attractive-kurtis-kurti/p/5hbgw9
kurta,Trendy Fabulous Embroidered Plus Size Kurtis,270,4.1,47922,https://images.meesho.com/images/products/14175090/2e65f_400.webp,https://www.meesho.com/hetsa-women-cotton-blend-embroidered-plus-size-kurtis/p/8ftki
kurta,Designer Men Kurtas,259,4.0,51,https://images.meesho.com/images/products/412486540/ghxf1_400.webp,https://www.meesho.com/essential-men-kurtas/p/6tl0ng
kurta,Banita Drishya Kurtis,228,3.7,324,https://images.meesho.com/images/products/323082566/pfyur_400.webp,https://www.meesho.com/selfay-555-blue/p/5ccs3q
kurta,Abhisarika Refined Kurtis,317,4.1,2420,https://images.meesho.com/images/products/404930563/tu8nl_400.webp,https://www.meesho.com/anarkali-kurti/p/6p32f7
kurta,Abhisarika Superior Kurtis,289,4.0,10781,https://images.meesho.com/images/products/387052694/8tnud_400.webp,https://www.meesho.com/new-krishna-anarkali-wine/p/6efvrq
kurta,Fancy Men Kurtas,358,3.7,2826,https://images.meesho.com/images/products/370089920/owtxe_400.webp,https://www.meesho.com/mens-cotton-short-kurta-kurta-shirt-for-men/p/64cb7k
kurta,Charvi Pretty Women Kurta Sets,456,3.8,419,https://images.meesho.com/images/products/377432445/vhfgq_400.webp,https://www.meesho.com/kurta-set/p/68poql
kurta,Charvi Petite Kurtis,215,4.0,5107,https://images.meesho.com/images/products/300654487/c2y9g_400.webp,https://www.meesho.com/kashvi-alluring-kurtis/p/4z02hj
kurta,Unique Men Kurtas,466,3.9,153,https://images.meesho.com/images/products/430798584/wofe8_400.webp,https://www.meesho.com/lakhnavi-kurta/p/74hibc
kurta,Aagam Voguish Kurtis,230,3.6,16079,https://images.meesho.com/images/products/381503476/jcpvi_400.webp,https://www.meesho.com/orgenza-kurti/p/6b4xys
kurta,Aakarsha Pretty Women Kurta Sets,330,3.7,37114,https://images.meesho.com/images/products/148589864/u7bdn_400.webp,https://www.meesho.com/georgette-fabric-kurti-set/p/2ggso8
kurti,Banita Graceful Kurtis,183,4.0,4750,https://images.meesho.com/images/products/405833698/qep56_400.webp,https://www.meesho.com/kurti/p/6pmfaa
kurti,Aagyeyi Fashionable Kurtis,305,3.7,925,https://images.meesho.com/images/products/435479810/etelz_400.webp,https://www.meesho.com/exclusive-designer-kurti-for-women/p/779ude
kurti,Adrika Sensational Kurtis,283,4.0,109,https://images.meesho.com/images/products/331421336/vc2f9_400.webp,https://www.meesho.com/myra-superior-kurtis/p/5hbic8
kurti,Alisha Voguish Kurtis,249,3.9,9356,https://images.meesho.com/images/products/336698837/ba3hd_400.webp,https://www.meesho.com/women-kurta-set-with-emrodary-work-fancy-kurti-with-bottom/p/5kgmhh
kurti,Myra Graceful Kurtis,284,3.7,4833,https://images.meesho.com/images/products/268020994/cynd4_400.webp,https://www.meesho.com/aagam-petite-kurtis/p/4fkmbm
kurti,Jivika Alluring Kurtis,161,4.1,7687,https://images.meesho.com/images/products/399416853/3rmom_400.webp,https://www.meesho.com/stylish-comfortable-kurtis-for-every-occasion-trendy-elegant-and-versatile-cotton-embroidered-designs-for-women/p/6lsw0l
kurti,Myra Petite Kurtis,245,3.9,3738,https://images.meesho.com/images/products/392458573/97zwk_400.webp,https://www.meesho.com/taj-kurti-for-women/p/6hnqz1
kurti,Adrika Attractive Kurtis,189,4.0,18884,https://images.meesho.com/images/products/239137861/hkazt_400.webp,https://www.meesho.com/mahi-creation-new-womens-cotton-a-line-kurti/p/3ydjyd
kurti,Charvi Fashionable Kurtis,315,3.7,9175,https://images.meesho.com/images/products/394571925/efqry_400.webp,https://www.meesho.com/chikankari-gala-booti-miror-work-with-free-inner/p/6ix1n9
kurti,Banita Fashionable Kurtis,166,3.8,1259,https://images.meesho.com/images/products/409093503/rhepx_400.webp,https://www.meesho.com/casual-american-crep-round-neck-short-sleeves-chevron-pattern-printted-baby-pink-stylish-kurti-42-inches/p/6rkakf
kurti,Charvi Petite Kurtis,249,3.9,5553,https://images.meesho.com/images/products/313263824/s8tk4_400.webp,https://www.meesho.com/nayra-cut-kurti/p/56ibww
kurti,Adrika Petite Kurtis,262,4.2,9045,https://images.meesho.com/images/products/339969940/uzsg0_400.webp,https://www.meesho.com/nyra-cut-kurti-kurti-for-jeans-straight-kurti-fancy-kurti-kurti-for-women-monsoon-sale-festival-special/p/5meqhg
kurti,Aagyeyi Graceful Kurtis,30,3.8,659,https://images.meesho.com/images/products/120687677/d5emz_400.webp,https://www.meesho.com/selfy-kurti/p/1zur7h
kurti,Trendy Drishya Kurtis,158,3.7,3355,https://images.meesho.com/images/products/400134367/qglm0_400.webp,https://www.meesho.com/trendy-drishya-kurtis-3xl4xl5xl6xl/p/6m89nj
kurti,Jivika Ensemble Kurtis,240,4.0,6517,https://images.meesho.com/images/products/374468286/i58lh_400.webp,https://www.meesho.com/new-embroidery-gaithering-anarkali-kurta/p/66y5ku
kurti,Aagyeyi Superior Kurtis,285,3.9,13764,https://images.meesho.com/images/products/383867817/jkk04_400.webp,https://www.meesho.com/trendy-women-fashion-kurti-trouser-with-dupatta/p/6cjmax
kurti,Aakarsha Petite Kurtis,263,4.0,13787,https://images.meesho.com/images/products/48920314/ke9ie_400.webp,https://www.meesho.com/alisha-fashionable-kurtis/p/t4j5m
kurti,Kashvi Pretty Kurtis,186,3.8,2797,https://images.meesho.com/images/products/280085945/26rps_400.webp,https://www.meesho.com/front-slit-georgette-kurti-black-dress-nayra-cut-kurti-black-western-kurti/p/4mr7p5
kurti,Aishani Voguish Kurtis,259,3.6,56094,https://images.meesho.com/images/products/299885320/auqci_400.webp,https://www.meesho.com/fancy-long-flair-anarkali-type-kurti/p/4yjkzs
kurti,Alisha Pretty Kurtis,234,4.0,28146,https://images.meesho.com/images/products/383853457/i9ylu_400.webp,https://www.meesho.com/cotton-kurtis-womens-printed-pattern-cotton-kurti-with-pant-kurta-set/p/6cjb81
kurti,Aagyeyi Superior Kurtis,261,3.8,2247,https://images.meesho.com/images/products/318001381/pramb_400.webp,https://www.meesho.com/mm-leherya-only-kurti/p/59bvfp
kurti,Kashvi Refined Kurtis,200,3.8,19003,https://images.meesho.com/images/products/389277612/kqnqk_400.webp,https://www.meesho.com/kurtis/p/6frkj0
kurti,Kashvi Drishya Kurtis,184,4.0,2995,https://images.meesho.com/images/products/364703819/tifiw_400.webp,https://www.meesho.com/new-yellow-kurta-embroidery/p/614v9n
kurti,Abhisarika Attractive Kurtis,413,3.9,12238,https://images.meesho.com/images/products/377314627/pr43w_400.webp,https://www.meesho.com/flower-print-long-kurti-with-dupatta-no-bottomwear/p/68n5tv
kurti,Trendy Drishya Kurtis,158,3.7,3355,https://images.meesho.com/images/products/400134367/qglm0_400.webp,https://www.meesho.com/trendy-drishya-kurtis-3xl4xl5xl6xl/p/6m89nj
kurti,Alisha Refined Kurtis,231,4.0,31437,https://images.meesho.com/images/products/201872598/s89og_400.webp,https://www.meesho.com/straight-kurti/p/3c6tw6
kurti,Charvi Petite Kurtis,215,4.0,5107,https://images.meesho.com/images/products/300654487/c2y9g_400.webp,https://www.meesho.com/kashvi-alluring-kurtis/p/4z02hj
kurti,Aagam Voguish Kurtis,230,3.6,16079,https://images.meesho.com/images/products/381503476/jcpvi_400.webp,https://www.meesho.com/orgenza-kurti/p/6b4xys
